date,type,price,kamar_tidur,luas_tanah,luas_bangunan,sertifikasi,kecamatan,kota
2024-11-23,Rumah Second,3100.0,3,95,240,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,4700.0,3,119,180,SHM,Cilincing,Kota Jakarta Utara
2024-11-23,Rumah Second,3000.0,9,120,200,HGB,Pancoran,Kota Jakarta Selatan
2024-11-23,Rumah Second,20000.0,6,600,800,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-23,Rumah Second,6000.0,4,170,226,SHM,Cilandak,Kota Jakarta Selatan
2024-11-23,Rumah Second,2500.0,3,135,230,SHM,Cakung,Kota Jakarta Timur
2024-11-23,Rumah Second,11200.0,5,400,500,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-23,Rumah Second,2300.0,4,78,140,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-11-23,Rumah Second,3000.0,5,167,265,SHM,Matraman,Kota Jakarta Timur
2024-11-23,Rumah Second,2300.0,6,161,260,SHM,Makasar,Kota Jakarta Timur
2024-11-23,Rumah Second,65.0,3,170,400,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-23,Rumah Second,1100.0,2,48,60,SHM,Kalideres,Kota Jakarta Barat
2024-11-23,Rumah Second,4600.0,5,207,280,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-23,Rumah Second,2800.0,3,60,80,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-23,Rumah Second,2900.0,4,120,156,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-23,Rumah Second,20000.0,6,1018,650,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-23,Rumah Second,2300.0,3,109,130,SHM,Cipayung,Kota Jakarta Timur
2024-11-23,Rumah Second,13000.0,4,320,283,SHM,Kalideres,Kota Jakarta Barat
2024-11-23,Rumah Second,3500.0,3,90,200,SHM,Tanjung Priok,Kota Jakarta Utara
2024-11-23,Rumah Second,3300.0,3,65,211,SHM,Tebet,Kota Jakarta Selatan
2024-11-23,Rumah Second,4900.0,5,300,440,SHM,Sawah Besar,Kota Jakarta Pusat
2024-11-23,Rumah Second,6000.0,3,220,280,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-11-23,Rumah Second,2800.0,3,82,200,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,12500.0,5,412,370,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-23,Rumah Second,7900.0,25,112,388,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-11-23,Rumah Second,3400.0,5,126,250,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,1200.0,4,70,100,SHM,Setiabudi (Setia Budi),Kota Jakarta Selatan
2024-11-23,Rumah Second,1800.0,9,105,160,Girik,Makasar,Kota Jakarta Timur
2024-11-23,Rumah Second,4000.0,4,194,150,SHM,Pancoran,Kota Jakarta Selatan
2024-11-23,Rumah Second,7300.0,6,200,400,SHM,Penjaringan,Kota Jakarta Utara
2024-11-23,Rumah Second,5300.0,5,396,388,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,9100.0,5,533,341,SHM,Cempaka Putih,Kota Jakarta Pusat
2024-11-23,Rumah Second,1600.0,4,165,122,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-11-23,Rumah Second,1100.0,3,30,80,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-23,Rumah Second,2800.0,3,90,134,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-23,Rumah Second,1200.0,3,52,110,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,1300.0,3,79,75,SHM,Ciracas,Kota Jakarta Timur
2024-11-23,Rumah Second,640.0,2,96,45,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-23,Rumah Second,700.0,3,81,60,SHM,Tebet,Kota Jakarta Selatan
2024-11-23,Rumah Second,1500.0,3,92,160,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,1500.0,3,56,100,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-23,Rumah Second,700.0,2,36,25,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-23,Rumah Second,600.0,2,60,45,SHM,Tanah Abang,Kota Jakarta Pusat
2024-11-23,Rumah Second,640.0,2,72,45,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-23,Rumah Second,1800.0,3,90,90,SHM,Tanjung Priok,Kota Jakarta Utara
2024-11-23,Rumah Second,600.0,2,60,45,SHM,Cilandak,Kota Jakarta Selatan
2024-11-23,Rumah Second,695.0,3,64,60,SHM,Pancoran,Kota Jakarta Selatan
2024-11-23,Rumah Second,13000.0,6,317,714,SHM,Setiabudi (Setia Budi),Kota Jakarta Selatan
2024-11-23,Rumah Second,1600.0,5,60,130,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-23,Rumah Second,1600.0,2,115,100,SHM,Koja,Kota Jakarta Utara
2024-11-23,Rumah Second,3800.0,5,144,87,SHM,Cakung,Kota Jakarta Timur
2024-11-23,Rumah Second,690.0,3,96,60,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,6500.0,3,170,400,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-23,Rumah Second,25500.0,4,666,399,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-23,Rumah Second,700.0,1,42,42,HGB,Pademangan,Kota Jakarta Utara
2024-11-23,Rumah Second,1500.0,5,77,138,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,1900.0,5,97,170,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,7300.0,4,314,290,SHM,Ciracas,Kota Jakarta Timur
2024-11-23,Rumah Second,64500.0,9,2146,400,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-23,Rumah Second,6000.0,3,200,250,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-23,Rumah Second,600.0,2,64,45,SHM,Cakung,Kota Jakarta Timur
2024-11-23,Rumah Second,1800.0,1,96,123,SHM,Kalideres,Kota Jakarta Barat
2024-11-23,Rumah Second,11700.0,6,199,214,SHM,Tanah Abang,Kota Jakarta Pusat
2024-11-23,Rumah Second,2300.0,3,83,130,SHM,Kalideres,Kota Jakarta Barat
2024-11-23,Rumah Second,1600.0,2,126,90,HGB,Kalideres,Kota Jakarta Barat
2024-11-23,Rumah Second,5100.0,4,187,350,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-23,Rumah Second,35000.0,2,656,464,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-23,Rumah Second,2500.0,5,149,208,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-23,Rumah Second,35000.0,12,947,619,HGB,Menteng,Kota Jakarta Pusat
2024-11-23,Rumah Second,1700.0,3,75,180,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,4900.0,6,300,440,SHM,Sawah Besar,Kota Jakarta Pusat
2024-11-23,Rumah Second,700.0,2,69,36,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,2000.0,4,124,140,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,2500.0,4,85,175,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-23,Rumah Second,2400.0,3,129,180,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,2500.0,3,90,75,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-23,Rumah Second,1400.0,4,168,175,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-23,Rumah Second,950.0,3,64,52,SHM,Pasar Rebo,Kota Jakarta Timur
2024-11-23,Rumah Second,3700.0,1,80,154,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,740.0,3,42,60,SHM,Cipayung,Kota Jakarta Timur
2024-11-23,Rumah Second,750.0,3,35,80,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,1700.0,4,102,160,SHM,Pasar Rebo,Kota Jakarta Timur
2024-11-23,Rumah Second,1200.0,3,70,75,SHM,Ciracas,Kota Jakarta Timur
2024-11-23,Rumah Second,3500.0,5,344,300,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,4099.999999999999,3,233,300,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-23,Rumah Second,2000.0,4,60,156,SHM,Tebet,Kota Jakarta Selatan
2024-11-23,Rumah Second,4400.0,4,175,175,SHM,Cempaka Putih,Kota Jakarta Pusat
2024-11-23,Rumah Second,3000.0,4,130,200,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,4200.0,3,233,300,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-23,Rumah Second,1600.0,6,70,142,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-23,Rumah Second,4500.0,4,150,209,SHM,Cempaka Putih,Kota Jakarta Pusat
2024-11-23,Rumah Second,3100.0,4,150,252,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-23,Rumah Second,1800.0,3,180,140,SHM,Matraman,Kota Jakarta Timur
2024-11-23,Rumah Second,3000.0,5,170,300,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-23,Rumah Second,950.0,3,80,106,SHM,Matraman,Kota Jakarta Timur
2024-11-23,Rumah Second,1800.0,3,86,150,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-23,Rumah Second,1600.0,3,70,150,SHM,Kebon Jeruk,Kota Jakarta Barat
2024-11-23,Rumah Second,3500.0,10,300,300,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-23,Rumah Second,2900.0,3,120,140,SHM,Jatinegara,Kota Jakarta Timur
2024-11-23,Rumah Second,1900.0,3,115,125,SHM,Cipayung,Kota Jakarta Timur
2024-11-23,Rumah Second,4800.0,6,220,290,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,35000.0,6,1000,837,SHM,Tanjung Priok,Kota Jakarta Utara
2024-11-23,Rumah Second,3900.0,5,228,300,SHM,Cipayung,Kota Jakarta Timur
2024-11-23,Rumah Second,900.0,4,82,78,SHM,Kembangan,Kota Jakarta Barat
2024-11-23,Rumah Second,4900.0,9,192,250,SHM,Setiabudi (Setia Budi),Kota Jakarta Selatan
2024-11-23,Rumah Second,18000.0,7,633,400,SHM,Pancoran,Kota Jakarta Selatan
2024-11-23,Rumah Second,2900.0,4,108,230,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,3600.0,5,182,181,SHM,Cakung,Kota Jakarta Timur
2024-11-23,Rumah Second,3500.0,3,446,228,SHM,Kalideres,Kota Jakarta Barat
2024-11-23,Rumah Second,7500.0,5,300,400,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,900.0,3,51,75,SHM,Cipayung,Kota Jakarta Timur
2024-11-23,Rumah Second,6500.0,6,234,420,SHM,Tanjung Priok,Kota Jakarta Utara
2024-11-23,Rumah Second,5900.0,4,195,170,SHM,Tanah Abang,Kota Jakarta Pusat
2024-11-22,Rumah Second,2800.0,6,288,200,SHM,Cakung,Kota Jakarta Timur
2024-11-22,Rumah Second,2200.0,5,75,180,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-22,Rumah Second,14800.0,6,135,336,SHM,Kembangan,Kota Jakarta Barat
2024-11-22,Rumah Second,2600.0,4,96,160,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-22,Rumah Second,33000.0,8,1150,650,HGB,Mampang Prapatan,Kota Jakarta Selatan
2024-11-22,Rumah Second,2700.0,4,103,185,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-22,Rumah Second,3100.0,4,128,190,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-22,Rumah Second,2800.0,4,96,185,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-22,Rumah Second,1400.0,3,72,100,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-22,Rumah Second,1900.0,3,98,134,HGB,Cakung,Kota Jakarta Timur
2024-11-22,Rumah Second,1700.0,3,152,110,SHM,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-11-22,Rumah Second,2900.0,5,252,320,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-22,Rumah Second,2900.0,4,252,320,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-22,Rumah Second,1200.0,3,120,69,SHM,Cilandak,Kota Jakarta Selatan
2024-11-22,Rumah Second,4600.0,3,170,340,SHM,Johar Baru,Kota Jakarta Pusat
2024-11-22,Rumah Second,1100.0,3,115,69,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-22,Rumah Second,1900.0,4,90,72,SHM,Cakung,Kota Jakarta Timur
2024-11-22,Rumah Second,3600.0,4,159,185,SHM,Kembangan,Kota Jakarta Barat
2024-11-22,Rumah Second,7900.0,4,200,300,SHM,Kembangan,Kota Jakarta Barat
2024-11-22,Rumah Second,1400.0,3,90,120,SHM,Cakung,Kota Jakarta Timur
2024-11-22,Rumah Second,934.0,3,84,69,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-22,Rumah Second,2500.0,5,300,350,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-22,Rumah Second,1200.0,3,82,81,SHM,Ciracas,Kota Jakarta Timur
2024-11-22,Rumah Second,1300.0,3,60,100,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-22,Rumah Second,3800.0,5,192,178,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-22,Rumah Second,5400.0,5,113,299,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-11-22,Rumah Second,475.0,2,50,45,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-22,Rumah Second,1900.0,2,178,220,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-22,Rumah Second,8700.0,3,362,327,SHM,Cilandak,Kota Jakarta Selatan
2024-11-22,Rumah Second,6300.0,5,260,320,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-22,Rumah Second,1200.0,4,60,80,SHM,Ciracas,Kota Jakarta Timur
2024-11-22,Rumah Second,2300.0,3,83,130,SHM,Kalideres,Kota Jakarta Barat
2024-11-22,Rumah Second,1600.0,2,67,170,SHM,Penjaringan,Kota Jakarta Utara
2024-11-22,Rumah Second,4000.0,4,162,190,SHM,Cipayung,Kota Jakarta Timur
2024-11-22,Rumah Second,14800.0,6,135,336,SHM,Cengkareng,Kota Jakarta Barat
2024-11-22,Rumah Second,3700.0,4,200,180,SHM,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-11-22,Rumah Second,3800.0,4,108,200,SHM,Tanjung Priok,Kota Jakarta Utara
2024-11-22,Rumah Second,5000.0,5,249,300,SHM,Cakung,Kota Jakarta Timur
2024-11-22,Rumah Second,6500.0,5,260,150,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-22,Rumah Second,1000.0,3,180,100,SHM,Cipayung,Kota Jakarta Timur
2024-11-22,Rumah Second,750.0,2,46,82,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-22,Rumah Second,1400.0,3,65,110,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-22,Rumah Second,2100.0,4,103,206,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-22,Rumah Second,10500.0,5,238,340,SHM,Menteng,Kota Jakarta Pusat
2024-11-22,Rumah Second,1300.0,3,139,120,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-22,Rumah Second,4700.0,3,89,190,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-22,Rumah Second,1300.0,3,72,75,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-22,Rumah Second,4500.0,5,160,180,SHM,Cilandak,Kota Jakarta Selatan
2024-11-22,Rumah Second,3900.0,4,160,160,SHM,Kembangan,Kota Jakarta Barat
2024-11-22,Rumah Second,5900.0,3,428,200,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-22,Rumah Second,2400.0,4,89,128,SHM,Jatinegara,Kota Jakarta Timur
2024-11-22,Rumah Second,7300.0,6,200,400,SHM,Penjaringan,Kota Jakarta Utara
2024-11-22,Rumah Second,2400.0,4,129,180,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-22,Rumah Second,3600.0,5,100,250,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-22,Rumah Second,2300.0,5,86,180,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-22,Rumah Second,1800.0,3,108,130,SHM,Cipayung,Kota Jakarta Timur
2024-11-22,Rumah Second,650.0,2,44,44,SHM,Tanah Abang,Kota Jakarta Pusat
2024-11-22,Rumah Second,1000.0,3,60,72,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-22,Rumah Second,67000.0,5,1500,1000,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-22,Rumah Second,8000.0,9,400,150,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-22,Rumah Second,6300.0,4,355,271,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-22,Rumah Second,4900.0,3,338,100,SHM,Ciracas,Kota Jakarta Timur
2024-11-22,Rumah Second,2600.0,4,110,200,SHM,Cengkareng,Kota Jakarta Barat
2024-11-22,Rumah Second,12000.0,10,459,600,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-22,Rumah Second,1300.0,3,70,140,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-22,Rumah Second,7600.0,5,558,300,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-22,Rumah Second,3700.0,4,142,250,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-22,Rumah Second,22000.0,8,650,700,SHM,Cilandak,Kota Jakarta Selatan
2024-11-22,Rumah Second,2300.0,4,127,110,SHM,Tebet,Kota Jakarta Selatan
2024-11-22,Rumah Second,900.0,3,51,75,SHM,Cipayung,Kota Jakarta Timur
2024-11-22,Rumah Second,3200.0,6,150,220,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-22,Rumah Second,1900.0,3,172,200,SHM,Pasar Rebo,Kota Jakarta Timur
2024-11-22,Rumah Second,10000.0,7,226,300,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-22,Rumah Second,1800.0,3,102,150,SHM,Cakung,Kota Jakarta Timur
2024-11-22,Rumah Second,2500.0,4,81,187,SHM,Kebon Jeruk,Kota Jakarta Barat
2024-11-22,Rumah Second,3800.0,3,260,300,SHM,Pademangan,Kota Jakarta Utara
2024-11-22,Rumah Second,900.0,4,100,140,SHM,Cipayung,Kota Jakarta Timur
2024-11-22,Rumah Second,1000.0,3,107,108,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-22,Rumah Second,920.0,2,85,60,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-22,Rumah Second,5500.0,5,180,250,SHM,Jatinegara,Kota Jakarta Timur
2024-11-22,Rumah Second,1500.0,3,116,172,SHM,Cipayung,Kota Jakarta Timur
2024-11-22,Rumah Second,5800.0,7,324,500,HGB,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-22,Rumah Second,9000.0,5,308,313,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-22,Rumah Second,2600.0,3,200,160,SHM,Kalideres,Kota Jakarta Barat
2024-11-22,Rumah Second,1000.0,4,45,100,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-22,Rumah Second,3900.0,4,160,300,SHM,Kembangan,Kota Jakarta Barat
2024-11-22,Rumah Second,550.0,3,96,60,SHM,Ciracas,Kota Jakarta Timur
2024-11-22,Rumah Second,15000.0,5,500,300,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-22,Rumah Second,26000.0,5,741,500,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-22,Rumah Second,7300.0,7,200,400,SHM,Penjaringan,Kota Jakarta Utara
2024-11-22,Rumah Second,38000.0,4,328,571,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-22,Rumah Second,380.0,2,35,60,SHM,Ciracas,Kota Jakarta Timur
2024-11-22,Rumah Second,290.0,2,60,55,SHM,Cengkareng,Kota Jakarta Barat
2024-11-22,Rumah Second,10800.0,9,302,524,SHM,Taman Sari,Kota Jakarta Barat
2024-11-22,Rumah Second,3900.0,4,300,320,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-22,Rumah Second,29.0,2,60,55,SHM,Cengkareng,Kota Jakarta Barat
2024-11-22,Rumah Second,4500.0,3,200,160,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-22,Rumah Second,2500.0,3,80,190,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-22,Rumah Second,9000.0,4,346,316,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-22,Rumah Second,6500.0,3,170,400,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-22,Rumah Second,5500.0,3,646,210,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-22,Rumah Second,13500.0,5,530,530,SHM,Cilandak,Kota Jakarta Selatan
2024-11-22,Rumah Second,5900.0,4,360,350,HGB,Pesanggrahan,Kota Jakarta Selatan
2024-11-22,Rumah Second,3300.0,3,65,211,SHM,Tebet,Kota Jakarta Selatan
2024-11-22,Rumah Second,2000.0,3,108,200,SHM,Cakung,Kota Jakarta Timur
2024-11-22,Rumah Second,1900.0,2,96,100,HGB,Cakung,Kota Jakarta Timur
2024-11-22,Rumah Second,1500.0,2,62,84,HGB,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-11-22,Rumah Second,3900.0,5,160,320,SHM,Kembangan,Kota Jakarta Barat
2024-11-22,Rumah Second,2400.0,5,93,275,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-22,Rumah Second,8000.0,6,516,500,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-22,Rumah Second,1600.0,5,124,140,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-22,Rumah Second,5500.0,5,340,300,SHM,Kalideres,Kota Jakarta Barat
2024-11-22,Rumah Second,2800.0,4,207,330,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-22,Rumah Second,6500.0,5,170,400,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-22,Rumah Second,2300.0,3,160,140,SHM,Ciracas,Kota Jakarta Timur
2024-11-22,Rumah Second,5300.0,4,460,500,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-22,Rumah Second,1800.0,4,75,90,SHM,Cengkareng,Kota Jakarta Barat
2024-11-22,Rumah Second,620.0,2,60,45,SHM,Cilandak,Kota Jakarta Selatan
2024-11-22,Rumah Second,14900.0,4,480,389,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-22,Rumah Second,19900.0,4,630,388,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-22,Rumah Second,17900.0,4,576,389,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-22,Rumah Second,2200.0,4,120,149,SHM,Cilincing,Kota Jakarta Utara
2024-11-22,Rumah Second,3600.0,4,126,250,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-22,Rumah Second,2600.0,4,105,130,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-22,Rumah Second,2900.0,4,200,80,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-22,Rumah Second,650.0,3,64,60,SHM,Tebet,Kota Jakarta Selatan
2024-11-22,Rumah Second,21000.0,12,1465,600,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-22,Rumah Second,600.0,2,60,45,SHM,Pancoran,Kota Jakarta Selatan
2024-11-22,Rumah Second,47000.0,5,984,400,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-22,Rumah Second,1700.0,3,139,100,HGB,Tebet,Kota Jakarta Selatan
2024-11-22,Rumah Second,32000.0,18,1320,600,SHM,Cilandak,Kota Jakarta Selatan
2024-11-22,Rumah Second,75000.0,5,650,700,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-22,Rumah Second,1500.0,3,56,100,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-22,Rumah Second,4500.0,4,120,400,SHM,Cengkareng,Kota Jakarta Barat
2024-11-22,Rumah Second,25500.0,4,666,399,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-22,Rumah Second,580.0,2,50,100,SHM,Cakung,Kota Jakarta Timur
2024-11-22,Rumah Second,17000.0,5,313,700,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-11-22,Rumah Second,3400.0,5,125,210,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-22,Rumah Second,3200.0,5,155,125,SHM,Cempaka Putih,Kota Jakarta Pusat
2024-11-22,Rumah Second,1800.0,4,90,225,SHM,Cakung,Kota Jakarta Timur
2024-11-22,Rumah Second,1600.0,2,90,60,HGB,Cakung,Kota Jakarta Timur
2024-11-22,Rumah Second,740.0,3,42,60,SHM,Cipayung,Kota Jakarta Timur
2024-11-22,Rumah Second,1100.0,2,60,72,SHM,Cengkareng,Kota Jakarta Barat
2024-11-22,Rumah Second,11000.0,6,430,400,SHM,Tebet,Kota Jakarta Selatan
2024-11-22,Rumah Second,16500.0,4,298,550,SHM,Tebet,Kota Jakarta Selatan
2024-11-22,Rumah Second,2900.0,3,102,102,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-22,Rumah Second,750.0,3,35,80,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-22,Rumah Second,1200.0,3,70,75,SHM,Ciracas,Kota Jakarta Timur
2024-11-22,Rumah Second,1600.0,4,120,140,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-22,Rumah Second,491.5,2,23,39,SHM,Johar Baru,Kota Jakarta Pusat
2024-11-22,Rumah Second,4900.0,5,229,360,SHM,Tanjung Priok,Kota Jakarta Utara
2024-11-22,Rumah Second,4000.0,4,83,188,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-22,Rumah Second,1500.0,3,40,80,SHM,Cempaka Putih,Kota Jakarta Pusat
2024-11-22,Rumah Second,9800.0,6,377,500,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-22,Rumah Second,13000.0,4,500,500,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-22,Rumah Second,4400.0,6,288,495,SHM,Cipayung,Kota Jakarta Timur
2024-11-22,Rumah Second,3100.0,4,90,210,SHM,Kebon Jeruk,Kota Jakarta Barat
2024-11-22,Rumah Second,3500.0,3,98,126,HGB,Cakung,Kota Jakarta Timur
2024-11-22,Rumah Second,1400.0,3,124,89,HGB,Cilincing,Kota Jakarta Utara
2024-11-22,Rumah Second,2800.0,4,170,127,SHM,Cakung,Kota Jakarta Timur
2024-11-22,Rumah Second,2900.0,5,105,105,SHM,Kebon Jeruk,Kota Jakarta Barat
2024-11-22,Rumah Second,4200.0,5,131,281,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-22,Rumah Second,2600.0,4,160,200,HGB,Cakung,Kota Jakarta Timur
2024-11-22,Rumah Second,4700.0,6,300,309,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-22,Rumah Second,3500.0,4,112,300,SHM,Pancoran,Kota Jakarta Selatan
2024-11-22,Rumah Second,2100.0,3,120,110,HGB,Cakung,Kota Jakarta Timur
2024-11-22,Rumah Second,3500.0,5,200,200,HGB,Kelapa Gading,Kota Jakarta Utara
2024-11-22,Rumah Second,600.0,2,60,45,SHM,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-11-22,Rumah Second,5000.0,5,215,270,SHM,Jatinegara,Kota Jakarta Timur
