date,type,price,kamar_tidur,luas_tanah,luas_bangunan,sertifikasi,kecamatan,kota
2024-12-02,Rumah Second,2900.0,2,82,200,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-12-02,Rumah Second,675.0,2,60,60,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-12-02,Rumah Second,2500.0,4,112,160,HGB,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,2900.0,3,82,200,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-12-02,Rumah Second,22000.0,4,413,700,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,1500.0,2,62,84,HGB,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-12-02,Rumah Second,2900.0,3,98,134,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,475.0,3,60,60,SHM,Jatinegara,Kota Jakarta Timur
2024-12-02,Rumah Second,5500.0,6,336,450,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,2700.0,5,200,210,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,1000.0,3,90,70,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,475.0,3,60,60,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,12000.0,5,513,271,SHM,Cempaka Putih,Kota Jakarta Pusat
2024-12-02,Rumah Second,17500.0,5,589,444,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,2500.0,4,110,110,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,1700.0,4,150,120,SHM,Cengkareng,Kota Jakarta Barat
2024-12-02,Rumah Second,3500.0,13,175,180,HGB,Menteng,Kota Jakarta Pusat
2024-12-02,Rumah Second,2700.0,5,200,210,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,5600.0,7,356,485,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,1800.0,3,90,80,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,3500.0,5,101,240,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,6000.0,5,367,180,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,3400.0,5,99,240,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,21000.0,5,372,387,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,6900.0,6,500,350,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,3600.0,5,255,220,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,3300.0,4,186,180,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,4200.0,3,278,156,HGB,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,1800.0,4,162,120,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,3600.0,6,195,190,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,1600.0,4,145,290,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,2500.0,3,198,198,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,1600.0,3,160,125,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,1600.0,3,90,140,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,800.0,3,80,120,SHM,Ciracas,Kota Jakarta Timur
2024-12-02,Rumah Second,1400.0,3,104,104,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,1600.0,3,120,145,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,3600.0,4,255,220,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,2700.0,3,96,200,SHM,Tanjung Priok,Kota Jakarta Utara
2024-12-02,Rumah Second,3500.0,3,175,180,HGB,Menteng,Kota Jakarta Pusat
2024-12-02,Rumah Second,2700.0,4,160,240,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,450.0,2,60,40,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,1700.0,3,90,75,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,2200.0,3,180,250,HGB,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,4500.0,4,308,250,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,5000.0,9,477,700,SHM,Kemayoran,Kota Jakarta Pusat
2024-12-02,Rumah Second,2700.0,4,180,180,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,1600.0,3,180,180,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,2800.0,4,170,127,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,2000.0,6,200,180,HGB,Tanjung Priok,Kota Jakarta Utara
2024-12-02,Rumah Second,25000.0,8,2567,850,SHM,Ciracas,Kota Jakarta Timur
2024-12-02,Rumah Second,2900.0,4,240,202,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,3300.0,5,360,260,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,2400.0,3,80,120,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-12-02,Rumah Second,4200.0,4,101,164,SHM,Kelapa Gading,Kota Jakarta Utara
2024-12-02,Rumah Second,2600.0,4,105,130,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,12000.0,6,325,248,SHM,Cempaka Putih,Kota Jakarta Pusat
2024-12-02,Rumah Second,5200.0,4,184,220,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-12-02,Rumah Second,5500.0,12,236,350,SHM,Tanjung Priok,Kota Jakarta Utara
2024-12-02,Rumah Second,4800.0,4,200,250,HGB,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,8500.0,4,396,500,SHM,Tanjung Priok,Kota Jakarta Utara
2024-12-02,Rumah Second,3500.0,7,420,375,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,2100.0,4,81,110,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,1200.0,3,51,104,SHM,Cengkareng,Kota Jakarta Barat
2024-12-02,Rumah Second,3200.0,3,180,160,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,2000.0,6,200,180,HGB,Tanjung Priok,Kota Jakarta Utara
2024-12-02,Rumah Second,14500.0,5,1050,600,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,1100.0,2,72,144,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,2500.0,3,98,134,HGB,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,2100.0,3,120,87,HGB,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,5300.0,5,318,320,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,2600.0,4,90,280,SHM,Kebon Jeruk,Kota Jakarta Barat
2024-12-02,Rumah Second,4700.0,4,387,236,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,2400.0,4,161,180,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,3000.0,4,90,180,SHM,Kelapa Gading,Kota Jakarta Utara
2024-12-02,Rumah Second,11700.0,6,190,214,SHM,Tanah Abang,Kota Jakarta Pusat
2024-12-02,Rumah Second,4600.0,4,144,250,SHM,Tanjung Priok,Kota Jakarta Utara
2024-12-02,Rumah Second,6700.0,3,232,200,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-12-02,Rumah Second,13100.0,8,600,800,SHM,Ciracas,Kota Jakarta Timur
2024-12-02,Rumah Second,3500.0,4,105,180,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,2400.0,3,135,120,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,1300.0,2,96,70,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,3300.0,3,128,100,SHM,Tanjung Priok,Kota Jakarta Utara
2024-12-02,Rumah Second,13900.0,4,307,432,SHM,Tebet,Kota Jakarta Selatan
2024-12-02,Rumah Second,21000.0,4,400,1000,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,15500.0,6,538,800,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,1300.0,2,65,50,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,14000.0,3,276,224,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,1600.0,4,67,99,SHM,Cilincing,Kota Jakarta Utara
2024-12-02,Rumah Second,2200.0,3,90,172,HGB,Cengkareng,Kota Jakarta Barat
2024-12-02,Rumah Second,600.0,2,60,45,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,680.0,2,60,60,SHM,Kalideres,Kota Jakarta Barat
2024-12-02,Rumah Second,1400.0,3,89,120,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,5900.0,4,155,273,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,3300.0,4,200,354,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,2400.0,4,93,140,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,9000.0,4,398,500,SHM,Pal Merah (Palmerah),Kota Jakarta Barat
2024-12-02,Rumah Second,7500.0,7,206,670,SHM,Setiabudi (Setia Budi),Kota Jakarta Selatan
2024-12-02,Rumah Second,6500.0,3,250,350,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,4400.0,3,340,450,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,760.0,3,60,60,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,900.0,3,51,75,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,2500.0,3,116,125,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,4900.0,3,557,120,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,2100.0,3,168,140,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,1900.0,4,120,90,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,14000.0,6,340,300,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-12-02,Rumah Second,26000.0,5,459,650,SHM,Pancoran,Kota Jakarta Selatan
2024-12-02,Rumah Second,602.0,2,64,50,SHM,Pasar Rebo,Kota Jakarta Timur
2024-12-02,Rumah Second,5500.0,5,519,370,SHM,Ciracas,Kota Jakarta Timur
2024-12-02,Rumah Second,775.5,3,65,60,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,700.0,2,49,60,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,795.0,3,49,60,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,1400.0,4,169,100,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,2300.0,3,156,250,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,975.0,3,65,60,SHM,Ciracas,Kota Jakarta Timur
2024-12-02,Rumah Second,5600.0,3,200,141,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,700.0,2,51,60,SHM,Pasar Rebo,Kota Jakarta Timur
2024-12-02,Rumah Second,2500.0,4,135,125,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,7000.0,6,604,302,SHM,Ciracas,Kota Jakarta Timur
2024-12-02,Rumah Second,775.0,2,49,60,SHM,Pasar Rebo,Kota Jakarta Timur
2024-12-02,Rumah Second,795.0,3,65,60,SHM,Ciracas,Kota Jakarta Timur
2024-12-02,Rumah Second,2000.0,3,100,155,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,14000.0,6,477,477,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,800.0,2,51,60,SHM,Ciracas,Kota Jakarta Timur
2024-12-02,Rumah Second,1500.0,2,50,68,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,1300.0,3,120,150,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,1300.0,3,108,80,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,9000.0,4,319,500,SHM,Kebon Jeruk,Kota Jakarta Barat
2024-12-02,Rumah Second,1200.0,3,77,130,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,52000.0,6,865,365,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-12-02,Rumah Second,5000.0,4,107,220,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,950.0,2,87,50,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,950.0,3,64,90,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,2000.0,3,74,170,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,12900.0,3,404,350,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,16500.0,6,329,677,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,10000.0,4,307,300,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,400.0,2,43,43,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,1500.0,3,63,120,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,1900.0,3,40,85,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,3900.0,1,560,300,SHM,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-12-02,Rumah Second,450.0,2,21,41,SHM,Tanjung Priok,Kota Jakarta Utara
2024-12-02,Rumah Second,70000.0,5,810,750,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,2100.0,5,165,230,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,1600.0,3,135,91,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,400.0,4,70,70,Strata,Makasar,Kota Jakarta Timur
2024-12-02,Rumah Second,497.8,2,22,43,SHM,Kemayoran,Kota Jakarta Pusat
2024-12-02,Rumah Second,2000.0,3,140,160,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,1400.0,3,59,130,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,2600.0,4,116,200,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,3200.0,3,223,120,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,12500.0,4,766,500,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-12-02,Rumah Second,2700.0,4,160,250,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,3700.0,3,237,320,SHM,Tebet,Kota Jakarta Selatan
2024-12-02,Rumah Second,2100.0,3,101,160,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,35000.0,4,633,840,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,970.0,2,52,104,SHM,Tambora,Kota Jakarta Barat
2024-12-02,Rumah Second,35000.0,5,406,650,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,7500.0,4,200,345,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,2100.0,3,90,160,SHM,Tambora,Kota Jakarta Barat
2024-12-02,Rumah Second,1800.0,3,172,200,SHM,Pasar Rebo,Kota Jakarta Timur
2024-12-02,Rumah Second,2200.0,3,72,185,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,21000.0,6,680,500,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,16500.0,4,210,500,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,1400.0,3,63,90,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,7500.0,6,481,290,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,800.0,4,60,120,SHM,Matraman,Kota Jakarta Timur
2024-12-02,Rumah Second,6800.0,5,308,567,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,75000.0,4,675,1000,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,6000.0,3,417,500,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,11700.0,6,190,214,SHM,Tanah Abang,Kota Jakarta Pusat
2024-12-02,Rumah Second,53000.0,4,667,800,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,7600.0,4,170,295,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,3000.0,5,90,180,SHM,Kelapa Gading,Kota Jakarta Utara
2024-12-02,Rumah Second,37000.0,6,375,800,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,2800.0,3,154,145,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,5800.0,5,216,600,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,3800.0,6,177,200,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,690.0,2,60,60,SHM,Kalideres,Kota Jakarta Barat
2024-12-02,Rumah Second,3800.0,5,101,220,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,40000.0,4,676,420,SHM,Menteng,Kota Jakarta Pusat
2024-12-02,Rumah Second,1100.0,1,144,90,SHM,Koja,Kota Jakarta Utara
2024-12-02,Rumah Second,13000.0,5,400,400,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,1800.0,3,69,155,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,3000.0,3,136,170,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,2500.0,4,84,250,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,4900.0,8,378,350,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,260.0,2,60,55,SHM,Tambora,Kota Jakarta Barat
2024-12-02,Rumah Second,275.0,2,60,55,SHM,Cengkareng,Kota Jakarta Barat
2024-12-02,Rumah Second,1400.0,3,65,90,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,2500.0,5,240,180,Girik,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-12-02,Rumah Second,2200.0,3,70,97,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,275.0,2,60,55,SHM,Kalideres,Kota Jakarta Barat
2024-12-02,Rumah Second,285.0,2,60,55,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-12-02,Rumah Second,48000.0,4,765,520,SHM,Menteng,Kota Jakarta Pusat
2024-12-02,Rumah Second,30000.0,5,2500,1000,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,1500.0,3,102,63,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,285.0,2,60,55,SHM,Kalideres,Kota Jakarta Barat
2024-12-02,Rumah Second,3300.0,4,200,354,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,3300.0,4,146,149,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,4900.0,5,130,350,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,6500.0,2,240,280,SHM,Kelapa Gading,Kota Jakarta Utara
2024-12-02,Rumah Second,17000.0,5,250,700,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,2900.0,4,147,200,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,2600.0,3,173,220,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-12-02,Rumah Second,1300.0,3,142,200,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,7500.0,5,260,240,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,32000.0,6,500,450,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,285.0,2,60,55,SHM,Kemayoran,Kota Jakarta Pusat
2024-12-02,Rumah Second,3500.0,4,239,149,SHM,Matraman,Kota Jakarta Timur
2024-12-02,Rumah Second,10000.0,7,352,200,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,4000.0,4,323,120,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,13900.0,4,307,432,SHM,Tebet,Kota Jakarta Selatan
2024-12-02,Rumah Second,525.0,2,95,104,SHM,Taman Sari,Kota Jakarta Barat
2024-12-02,Rumah Second,275.0,2,60,55,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,3900.0,6,210,258,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,275.0,2,60,55,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,4000.0,5,252,150,SHM,Pancoran,Kota Jakarta Selatan
2024-12-02,Rumah Second,5500.0,7,420,180,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,285.0,2,60,55,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,1800.0,3,90,170,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,260.0,2,60,55,SHM,Kebon Jeruk,Kota Jakarta Barat
2024-12-02,Rumah Second,2100.0,5,144,220,SHM,Cilincing,Kota Jakarta Utara
2024-12-02,Rumah Second,3500.0,3,144,125,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,5500.0,5,215,200,SHM,Kelapa Gading,Kota Jakarta Utara
2024-12-02,Rumah Second,500.0,2,40,60,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,1400.0,3,66,102,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,20000.0,6,964,401,SHM,Pancoran,Kota Jakarta Selatan
2024-12-02,Rumah Second,2100.0,3,183,160,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,3000.0,4,150,180,SHM,Kemayoran,Kota Jakarta Pusat
2024-12-02,Rumah Second,2300.0,3,220,150,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,275.0,2,60,55,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-12-02,Rumah Second,5800.0,7,324,500,HGB,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-12-02,Rumah Second,2300.0,4,77,275,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,2300.0,4,75,180,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,1800.0,3,90,63,HGB,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,1300.0,3,60,100,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,18000.0,6,707,270,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,14500.0,4,484,450,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,20000.0,5,800,750,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,6500.0,3,199,250,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,2200.0,3,241,300,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,1500.0,3,69,130,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,1400.0,3,65,110,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,3300.0,4,143,285,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,2600.0,3,107,160,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,1400.0,3,62,95,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,3000.0,1,879,400,SHM,Cengkareng,Kota Jakarta Barat
2024-12-02,Rumah Second,12500.0,5,250,350,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,1200.0,3,84,120,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,36500.0,4,509,650,SHM,Setiabudi (Setia Budi),Kota Jakarta Selatan
2024-12-02,Rumah Second,5700.0,3,91,262,HGB,Mampang Prapatan,Kota Jakarta Selatan
2024-12-02,Rumah Second,5500.0,4,185,255,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-12-02,Rumah Second,470.0,4,132,90,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,3500.0,3,144,120,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,4000.0,3,118,149,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,1400.0,4,75,150,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,285.0,2,60,55,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,12500.0,3,405,120,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,30000.0,4,616,600,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,3300.0,4,200,354,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,275.0,2,60,55,SHM,Kalideres,Kota Jakarta Barat
2024-12-02,Rumah Second,8500.0,4,502,250,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,3600.0,5,250,300,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,5500.0,8,175,250,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,110000.0,5,1100,1000,SHM,Menteng,Kota Jakarta Pusat
2024-12-02,Rumah Second,115000.0,5,980,500,SHM,Menteng,Kota Jakarta Pusat
2024-12-02,Rumah Second,4500.0,3,258,100,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,4200.0,5,150,250,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-12-02,Rumah Second,3000.0,3,225,100,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,17000.0,6,528,800,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,3300.0,4,186,180,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,285.0,2,60,55,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-12-02,Rumah Second,2900.0,4,85,140,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-12-02,Rumah Second,2500.0,3,140,133,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,285.0,2,60,55,SHM,Kebon Jeruk,Kota Jakarta Barat
2024-12-02,Rumah Second,9500.0,5,420,800,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,285.0,2,60,55,SHM,Kalideres,Kota Jakarta Barat
2024-12-02,Rumah Second,3300.0,4,200,354,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,2000.0,4,101,125,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,525.0,2,95,104,SHM,Cengkareng,Kota Jakarta Barat
2024-12-02,Rumah Second,1700.0,5,79,135,SHM,Tebet,Kota Jakarta Selatan
2024-12-02,Rumah Second,2200.0,2,126,94,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,6800.0,6,284,300,SHM,Cilandak,Kota Jakarta Selatan
