date,type,price,loc,kamar_tidur,luas_tanah,luas_bangunan,sertifikasi
Diperbarui 5 hari lalu,Rumah Second,"Rp10,5 M","Makasar, Kota Jakarta Timur",6 KT,LT 590m²,LB 200m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp5 M,"Pancoran, Kota Jakarta Selatan",2 KT,LT 115m²,LB 175m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp5 M,"Pulogadung (Pulo Gadung), Kota Jakarta Timur",5 KT,LT 206m²,LB 360m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp36 M,"Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 622m²,LB 466m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp8 M,"Tanjung Priok, Kota Jakarta Utara",5 KT,LT 157m²,LB 220m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp3,3 M","Cakung, Kota Jakarta Timur",4 KT,LT 186m²,LB 180m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp370 Jt,"Kalideres, Kota Jakarta Barat",2 KT,LT 30m²,LB 123m²,
Diperbarui 5 hari lalu,Rumah Second,"Rp1,6 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 135m²,LB 87m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,5 M","Kelapa Gading, Kota Jakarta Utara",3 KT,LT 80m²,LB 190m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp11,9 M","Mampang Prapatan, Kota Jakarta Selatan",4 KT,LT 435m²,LB 450m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp12,5 M","Pal Merah (Palmerah), Kota Jakarta Barat",6 KT,LT 500m²,LB 800m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp5,2 M","Jagakarsa, Kota Jakarta Selatan",5 KT,LT 144m²,LB 325m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp16,5 M","Tebet, Kota Jakarta Selatan",4 KT,LT 298m²,LB 550m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp1,3 M","Kramatjati (Kramat Jati), Kota Jakarta Timur",2 KT,LT 62m²,LB 60m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp7,5 M","Tebet, Kota Jakarta Selatan",4 KT,LT 299m²,LB 250m²,HGB
Diperbarui 5 hari lalu,Rumah Second,Rp11 M,"Tebet, Kota Jakarta Selatan",6 KT,LT 430m²,LB 400m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp1,6 M","Kalideres, Kota Jakarta Barat",2 KT,LT 75m²,LB 150m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp3,1 M","Cilincing, Kota Jakarta Utara",5 KT,LT 302m²,LB 400m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp20 M,"Penjaringan, Kota Jakarta Utara",3 KT,LT 403m²,LB 520m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp2 M,"Duren Sawit, Kota Jakarta Timur",4 KT,LT 110m²,LB 180m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp795 Jt,"Ciracas, Kota Jakarta Timur",2 KT,LT 47m²,LB 60m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp7 M,"Ciracas, Kota Jakarta Timur",7 KT,LT 506m²,LB 287m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp3,9 M","Tebet, Kota Jakarta Selatan",4 KT,LT 200m²,LB 180m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp850 Jt,"Pasar Rebo, Kota Jakarta Timur",3 KT,LT 71m²,LB 120m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,9 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 93m²,LB 220m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp4 M,"Duren Sawit, Kota Jakarta Timur",4 KT,LT 192m²,LB 178m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp18 M,"Mampang Prapatan, Kota Jakarta Selatan",5 KT,LT 704m²,LB 950m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp7 M,"Tebet, Kota Jakarta Selatan",6 KT,LT 165m²,LB 190m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp10 M,"Kemayoran, Kota Jakarta Pusat",5 KT,LT 599m²,LB 700m²,HGB
Diperbarui 5 hari lalu,Rumah Second,"Rp6,2 M","Tanjung Priok, Kota Jakarta Utara",5 KT,LT 102m²,LB 219m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp1 M,"Duren Sawit, Kota Jakarta Timur",3 KT,LT 60m²,LB 110m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp2 M,"Grogol Petamburan, Kota Jakarta Barat",5 KT,LT 175m²,LB 150m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp1 M,"Duren Sawit, Kota Jakarta Timur",3 KT,LT 60m²,LB 110m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp17,5 M","Kebayoran Lama, Kota Jakarta Selatan",7 KT,LT 264m²,LB 603m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,5 M","Cakung, Kota Jakarta Timur",5 KT,LT 119m²,LB 168m²,
Diperbarui 5 hari lalu,Rumah Second,Rp980 Jt,"Cipayung, Kota Jakarta Timur",2 KT,LT 70m²,LB 50m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,1 M","Cakung, Kota Jakarta Timur",4 KT,LT 90m²,LB 120m²,
Diperbarui 5 hari lalu,Rumah Second,"Rp3,4 M","Tanjung Priok, Kota Jakarta Utara",4 KT,LT 144m²,LB 200m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp4,1 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 174m²,LB 212m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp4,5 M","Pesanggrahan, Kota Jakarta Selatan",5 KT,LT 190m²,LB 300m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp16,5 M","Tanjung Priok, Kota Jakarta Utara",20 KT,LT 320m²,LB 570m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp1,8 M","Cakung, Kota Jakarta Timur",3 KT,LT 102m²,LB 150m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp1,8 M","Cakung, Kota Jakarta Timur",3 KT,LT 90m²,LB 80m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp4,5 M","Pesanggrahan, Kota Jakarta Selatan",5 KT,LT 190m²,LB 300m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp5,8 M","Cempaka Putih, Kota Jakarta Pusat",4 KT,LT 150m²,LB 250m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp5,5 M","Kembangan, Kota Jakarta Barat",4 KT,LT 262m²,LB 165m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp3,3 M","Cipayung, Kota Jakarta Timur",5 KT,LT 170m²,LB 250m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp5,7 M","Tanjung Priok, Kota Jakarta Utara",5 KT,LT 180m²,LB 260m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp155 Jt,"Cengkareng, Kota Jakarta Barat",2 KT,LT 60m²,LB 36m²,
Diperbarui 5 hari lalu,Rumah Second,"Rp4,5 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",5 KT,LT 310m²,LB 180m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp5,3 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 108m²,LB 220m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,2 M","Kembangan, Kota Jakarta Barat",4 KT,LT 105m²,LB 145m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp1,4 M","Kebayoran Baru, Kota Jakarta Selatan",3 KT,LT 128m²,LB 100m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp1,5 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 120m²,LB 105m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp1,4 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 104m²,LB 74m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,2 M","Kembangan, Kota Jakarta Barat",4 KT,LT 105m²,LB 145m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,2 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 186m²,LB 110m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp30 M,"Tanah Abang, Kota Jakarta Pusat",4 KT,LT 477m²,LB 200m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp3,7 M","Pesanggrahan, Kota Jakarta Selatan",5 KT,LT 220m²,LB 180m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp50 M,"Kebayoran Lama, Kota Jakarta Selatan",6 KT,LT 1229m²,LB 852m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp4,6 M","Cakung, Kota Jakarta Timur",4 KT,LT 420m²,LB 200m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp4 M,"Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 282m²,LB 70m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp3 M,"Cakung, Kota Jakarta Timur",5 KT,LT 240m²,LB 360m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp45 M,"Setiabudi (Setia Budi), Kota Jakarta Selatan",4 KT,LT 500m²,LB 700m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp14,9 M","Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 526m²,LB 300m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp6,3 M","Tebet, Kota Jakarta Selatan",3 KT,LT 254m²,LB 200m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp10,8 M","Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 220m²,LB 350m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp4,9 M","Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 130m²,LB 350m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp2 M,"Senen, Kota Jakarta Pusat",7 KT,LT 58m²,LB 158m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp27 M,"Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 366m²,LB 500m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp3,7 M","Kelapa Gading, Kota Jakarta Utara",5 KT,LT 153m²,LB 150m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,5 M","Cipayung, Kota Jakarta Timur",5 KT,LT 200m²,LB 300m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp7,5 M","Tebet, Kota Jakarta Selatan",4 KT,LT 178m²,LB 300m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp1,6 M","Kembangan, Kota Jakarta Barat",3 KT,LT 98m²,LB 140m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp15,5 M","Pancoran, Kota Jakarta Selatan",4 KT,LT 486m²,LB 300m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp1,2 M","Cipayung, Kota Jakarta Timur",3 KT,LT 225m²,LB 115m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp5,7 M","Duren Sawit, Kota Jakarta Timur",6 KT,LT 356m²,LB 333m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp3,1 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 144m²,LB 160m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,4 M","Ciracas, Kota Jakarta Timur",5 KT,LT 148m²,LB 200m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,7 M","Kebayoran Baru, Kota Jakarta Selatan",5 KT,LT 81m²,LB 144m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,6 M","Cakung, Kota Jakarta Timur",3 KT,LT 160m²,LB 250m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,5 M","Kembangan, Kota Jakarta Barat",4 KT,LT 200m²,LB 144m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp775 Jt,"Pasar Rebo, Kota Jakarta Timur",2 KT,LT 49m²,LB 60m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp3,4 M","Kembangan, Kota Jakarta Barat",2 KT,LT 150m²,LB 95m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp9 M,"Kebayoran Lama, Kota Jakarta Selatan",6 KT,LT 160m²,LB 400m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp725 Jt,"Ciracas, Kota Jakarta Timur",2 KT,LT 50m²,LB 60m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp18,5 M","Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 470m²,LB 450m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp7,9 M","Kebayoran Baru, Kota Jakarta Selatan",6 KT,LT 483m²,LB 358m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp4,6 M","Cilandak, Kota Jakarta Selatan",6 KT,LT 225m²,LB 300m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp3,5 M","Matraman, Kota Jakarta Timur",2 KT,LT 235m²,LB 350m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp1,4 M","Ciracas, Kota Jakarta Timur",3 KT,LT 92m²,LB 81m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,1 M","Kembangan, Kota Jakarta Barat",4 KT,LT 106m²,LB 119m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp5,5 M","Tanjung Priok, Kota Jakarta Utara",12 KT,LT 236m²,LB 350m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp29,5 M","Kebayoran Baru, Kota Jakarta Selatan",5 KT,LT 690m²,LB 350m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp1,9 M","Cakung, Kota Jakarta Timur",5 KT,LT 137m²,LB 110m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp5,5 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 155m²,LB 353m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp4,9 M","Kembangan, Kota Jakarta Barat",3 KT,LT 121m²,LB 304m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp77 M,"Kebayoran Baru, Kota Jakarta Selatan",5 KT,LT 1400m²,LB 500m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp215 Jt,"Pal Merah (Palmerah), Kota Jakarta Barat",1 KT,LT 30m²,LB 30m²,Girik
Diperbarui 5 hari lalu,Rumah Second,"Rp3,7 M","Kelapa Gading, Kota Jakarta Utara",4 KT,LT 153m²,LB 153m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp5 M,"Kebon Jeruk, Kota Jakarta Barat",3 KT,LT 259m²,LB 350m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,5 M","Cakung, Kota Jakarta Timur",4 KT,LT 102m²,LB 75m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp600 Jt,"Ciracas, Kota Jakarta Timur",3 KT,LT 105m²,LB 100m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp3,2 M","Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 168m²,LB 200m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp10 M,"Mampang Prapatan, Kota Jakarta Selatan",14 KT,LT 330m²,LB 500m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp6,9 M","Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 340m²,LB 500m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp35 M,"Tanjung Priok, Kota Jakarta Utara",5 KT,LT 1000m²,LB 1000m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp9 M,"Kembangan, Kota Jakarta Barat",5 KT,LT 500m²,LB 400m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp1 M,"Duren Sawit, Kota Jakarta Timur",3 KT,LT 97m²,LB 74m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp3,2 M","Kebayoran Lama, Kota Jakarta Selatan",6 KT,LT 232m²,LB 110m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp1,7 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 86m²,LB 119m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp6,9 M","Tanjung Priok, Kota Jakarta Utara",6 KT,LT 270m²,LB 450m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp9 M,"Kembangan, Kota Jakarta Barat",5 KT,LT 500m²,LB 400m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,8 M","Duren Sawit, Kota Jakarta Timur",3 KT,LT 117m²,LB 170m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp6,8 M","Tanjung Priok, Kota Jakarta Utara",4 KT,LT 225m²,LB 340m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp1,9 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 250m²,LB 350m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp3,1 M","Tanjung Priok, Kota Jakarta Utara",4 KT,LT 122m²,LB 250m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,5 M","Cipayung, Kota Jakarta Timur",5 KT,LT 200m²,LB 300m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp1,8 M","Cengkareng, Kota Jakarta Barat",3 KT,LT 90m²,LB 120m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp3,4 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 177m²,LB 220m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp1,8 M","Kembangan, Kota Jakarta Barat",5 KT,LT 92m²,LB 150m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp3,6 M","Kalideres, Kota Jakarta Barat",4 KT,LT 161m²,LB 240m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,9 M","Cakung, Kota Jakarta Timur",5 KT,LT 119m²,LB 168m²,
Diperbarui 5 hari lalu,Rumah Second,Rp950 Jt,"Tanjung Priok, Kota Jakarta Utara",3 KT,LT 73m²,LB 98m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp3,4 M","Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 130m²,LB 200m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp1,7 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 124m²,LB 170m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp5,3 M","Pasar Minggu, Kota Jakarta Selatan",6 KT,LT 113m²,LB 280m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp7,5 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 591m²,LB 591m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp5 M,"Duren Sawit, Kota Jakarta Timur",6 KT,LT 453m²,LB 346m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,1 M","Cakung, Kota Jakarta Timur",4 KT,LT 90m²,LB 120m²,
Diperbarui 5 hari lalu,Rumah Second,"Rp2,7 M","Makasar, Kota Jakarta Timur",4 KT,LT 192m²,LB 292m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp1,9 M","Cakung, Kota Jakarta Timur",3 KT,LT 90m²,LB 120m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp1,7 M","Jagakarsa, Kota Jakarta Selatan",2 KT,LT 95m²,LB 60m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp15 M,"Cilandak, Kota Jakarta Selatan",9 KT,LT 780m²,LB 600m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp4,3 M","Kebayoran Lama, Kota Jakarta Selatan",3 KT,LT 200m²,LB 150m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,8 M","Grogol Petamburan, Kota Jakarta Barat",3 KT,LT 59m²,LB 144m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp450 Jt,"Cakung, Kota Jakarta Timur",2 KT,LT 60m²,LB 661m²,
Diperbarui 5 hari lalu,Rumah Second,"Rp1,9 M","Cengkareng, Kota Jakarta Barat",3 KT,LT 88m²,LB 150m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp1,4 M","Kramatjati (Kramat Jati), Kota Jakarta Timur",3 KT,LT 107m²,LB 116m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp900 Jt,"Tambora, Kota Jakarta Barat",3 KT,LT 52m²,LB 144m²,HGB
Diperbarui 5 hari lalu,Rumah Second,Rp875 Jt,"Kemayoran, Kota Jakarta Pusat",2 KT,LT 39m²,LB 54m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp4,8 M","Tanah Abang, Kota Jakarta Pusat",4 KT,LT 171m²,LB 250m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp2 M,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 86m²,LB 140m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp1 M,"Kalideres, Kota Jakarta Barat",3 KT,LT 64m²,LB 118m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp17,6 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 700m²,LB 300m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp6,5 M","Kalideres, Kota Jakarta Barat",5 KT,LT 443m²,LB 800m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp4,4 M","Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 156m²,LB 300m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp60 M,"Setiabudi (Setia Budi), Kota Jakarta Selatan",5 KT,LT 650m²,LB 800m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,1 M","Kalideres, Kota Jakarta Barat",3 KT,LT 120m²,LB 180m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp1,7 M","Kalideres, Kota Jakarta Barat",2 KT,LT 128m²,LB 150m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp1,2 M","Cipayung, Kota Jakarta Timur",4 KT,LT 145m²,LB 120m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp5,8 M","Kembangan, Kota Jakarta Barat",4 KT,LT 260m²,LB 300m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,6 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 114m²,LB 175m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp3,8 M","Cempaka Putih, Kota Jakarta Pusat",4 KT,LT 145m²,LB 269m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp3 M,"Cakung, Kota Jakarta Timur",5 KT,LT 119m²,LB 168m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp1,7 M","Cilincing, Kota Jakarta Utara",3 KT,LT 60m²,LB 100m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp3,9 M","Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 171m²,LB 220m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,6 M","Kemayoran, Kota Jakarta Pusat",3 KT,LT 103m²,LB 250m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,8 M","Kemayoran, Kota Jakarta Pusat",4 KT,LT 121m²,LB 75m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp11 M,"Pasar Minggu, Kota Jakarta Selatan",6 KT,LT 565m²,LB 400m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp3,3 M","Tanjung Priok, Kota Jakarta Utara",18 KT,LT 375m²,LB 700m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,5 M","Koja, Kota Jakarta Utara",4 KT,LT 200m²,LB 183m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp3 M,"Cempaka Putih, Kota Jakarta Pusat",4 KT,LT 150m²,LB 100m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp9,5 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",6 KT,LT 420m²,LB 250m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp2 M,"Ciracas, Kota Jakarta Timur",4 KT,LT 170m²,LB 250m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp8 M,"Cilandak, Kota Jakarta Selatan",3 KT,LT 144m²,LB 377m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp1,9 M","Sawah Besar, Kota Jakarta Pusat",3 KT,LT 91m²,LB 91m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,6 M","Kelapa Gading, Kota Jakarta Utara",4 KT,LT 90m²,LB 90m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp1,8 M","Cakung, Kota Jakarta Timur",3 KT,LT 102m²,LB 150m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,7 M","Koja, Kota Jakarta Utara",5 KT,LT 207m²,LB 390m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp950 Jt,"Cakung, Kota Jakarta Timur",4 KT,LT 97m²,LB 75m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,1 M","Menteng, Kota Jakarta Pusat",3 KT,LT 185m²,LB 160m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp3,1 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 188m²,LB 150m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp4,3 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 215m²,LB 300m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp3 M,"Cakung, Kota Jakarta Timur",5 KT,LT 240m²,LB 360m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp1,4 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 86m²,LB 120m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp7,5 M","Pal Merah (Palmerah), Kota Jakarta Barat",7 KT,LT 206m²,LB 670m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp3,7 M","Duren Sawit, Kota Jakarta Timur",1 KT,LT 154m²,LB 80m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp423 Jt,"Sawah Besar, Kota Jakarta Pusat",2 KT,LT 21m²,LB 41m²,SHM
Diperbarui 5 hari lalu,Rumah Second,Rp36 M,"Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 325m²,LB 600m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp4,7 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 220m²,LB 185m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp7,5 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 279m²,LB 200m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,2 M","Kelapa Gading, Kota Jakarta Utara",3 KT,LT 102m²,LB 150m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,7 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 144m²,LB 185m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp6,3 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 260m²,LB 150m²,SHM
Diperbarui 5 hari lalu,Rumah Second,"Rp2,6 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",3 KT,LT 160m²,LB 250m²,SHM
