type;price;kamar_tidur;luas_tanah;luas_bangunan;sertifikasi;area;region
Rumah Second;680.0;2.0;91.0;50.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;13.0;3.0;1120.0;218.0;SHM;Gamping; Kab. Sleman
Rumah Second;898.0;3.0;90.0;65.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;592.0;2.0;90.0;36.0;SHM;Kotagede; Kota Yogyakarta
Rumah Second;14.0;2.0;683.0;500.0;SHM;Pakem; Kab. Sleman
Rumah Second;27.0;5.0;768.0;700.0;SHM;Mantrijeron; Kota Yogyakarta
Rumah Second;17.0;3.0;134.0;200.0;SHM;Depok; Kab. Sleman
Rumah Second;16.0;3.0;100.0;108.0;SHM;Godean; Kab. Sleman
Rumah Second;550.0;3.0;91.0;60.0;SHM;Kasihan; Kab. Bantul
Rumah Second;45.0;5.0;600.0;500.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;1.0;3.0;114.0;95.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;4.0;7.0;180.0;240.0;SHM;Kraton; Kota Yogyakarta
Rumah Second;13.0;4.0;136.0;136.0;SHM;Sewon; Kab. Bantul
Rumah Second;11.0;4.0;251.0;80.0;SHM;Banguntapan; Kab. Bantul
Rumah Second;2.0;3.0;161.0;200.0;SHM;Sewon; Kab. Bantul
Rumah Second;775.0;3.0;120.0;70.0;SHM;Kalasan; Kab. Sleman
Rumah Second;1.0;4.0;112.0;160.0;SHM;Kalasan; Kab. Sleman
Rumah Second;850.0;3.0;149.0;65.0;SHM;Kalasan; Kab. Sleman
Rumah Second;33.0;4.0;711.0;255.0;SHM;Sleman; Kab. Sleman
Rumah Second;593.0;2.0;102.0;50.0;SHM;Mlati; Kab. Sleman
Rumah Second;4955.0;2.0;112.0;36.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;690.0;3.0;100.0;60.0;SHM;Banguntapan; Kab. Bantul
Rumah Second;2.0;4.0;155.0;138.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;650.0;4.0;107.0;150.0;SHM;Sewon; Kab. Bantul
Rumah Second;594.0;2.0;104.0;50.0;SHM;Depok; Kab. Sleman
Rumah Second;833.0;2.0;108.0;76.0;SHM;Gamping; Kab. Sleman
Rumah Second;498.0;2.0;112.0;36.0;SHM;Sleman; Kab. Sleman
Rumah Second;1.0;3.0;230.0;165.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;750.0;2.0;100.0;50.0;SHM;Depok; Kab. Sleman
Rumah Second;390.0;2.0;78.0;40.0;SHM;Sedayu; Kab. Bantul
Rumah Second;11.0;2.0;98.0;70.0;SHM;Mlati; Kab. Sleman
Rumah Second;11.0;3.0;173.0;173.0;SHM;Imogiri; Kab. Bantul
Rumah Second;37.0;4.0;305.0;195.0;SHM;Kasihan; Kab. Bantul
Rumah Second;2.0;4.0;271.0;250.0;SHM;Depok; Kab. Sleman
Rumah Second;975.0;2.0;207.0;90.0;SHM;Kasihan; Kab. Bantul
Rumah Second;14.0;6.0;160.0;262.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;13.0;3.0;113.0;120.0;SHM;Umbulharjo; Kota Yogyakarta
Rumah Second;22.0;14.0;193.0;103.0;SHM;Depok; Kab. Sleman
Rumah Second;350.0;2.0;36.0;60.0;HGB;Moyudan; Kab. Sleman
Rumah Second;17.0;4.0;121.0;250.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;11.0;5.0;144.0;200.0;SHM;Banguntapan; Kab. Bantul
Rumah Second;6.0;13.0;355.0;500.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;500.0;2.0;120.0;45.0;SHM;Kalasan; Kab. Sleman
Rumah Second;22.0;3.0;245.0;200.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;985.0;3.0;96.0;82.0;SHM;Gamping; Kab. Sleman
Rumah Second;350.0;2.0;36.0;60.0;HGB;Pleret; Kab. Bantul
Rumah Second;399.0;2.0;81.0;45.0;SHM;Godean; Kab. Sleman
Rumah Second;398.0;2.0;80.0;45.0;SHM;Sedayu; Kab. Bantul
Rumah Second;495.0;1.0;80.0;36.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;21.0;4.0;219.0;185.0;SHM;Sewon; Kab. Bantul
Rumah Second;14.0;3.0;121.0;100.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;500.0;3.0;147.0;65.0;SHM;Sewon; Kab. Bantul
Rumah Second;498.0;2.0;112.0;36.0;SHM;Mlati; Kab. Sleman
Rumah Second;26.0;3.0;163.0;142.0;SHM;Banguntapan; Kab. Bantul
Rumah Second;385.0;2.0;137.0;75.0;SHM;Kasihan; Kab. Bantul
Rumah Second;485.0;2.0;83.0;45.0;SHM;Bantul; Kab. Bantul
Rumah Second;750.0;4.0;100.0;95.0;SHM;Sewon; Kab. Bantul
Rumah Second;17.0;3.0;119.0;119.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;770.0;3.0;141.0;150.0;SHM;Kalasan; Kab. Sleman
Rumah Second;985.0;3.0;145.0;85.0;SHM;Berbah; Kab. Sleman
Rumah Second;545.0;3.0;100.0;45.0;SHM;Berbah; Kab. Sleman
Rumah Second;825.0;3.0;99.0;66.0;SHM;Gondokusuman; Kota Yogyakarta
Rumah Second;375.0;2.0;76.0;36.0;SHM;Sedayu; Kab. Bantul
Rumah Second;35.0;13.0;232.0;260.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;32.0;4.0;190.0;200.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;49.0;5.0;262.0;300.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;785.0;3.0;110.0;75.0;SHM;Jetis; Kota Yogyakarta
Rumah Second;840.0;3.0;91.0;90.0;SHM;Depok; Kab. Sleman
Rumah Second;395.0;2.0;80.0;45.0;SHM;Bantul; Kab. Bantul
Rumah Second;32.0;5.0;158.0;180.0;SHM;Sleman; Kab. Sleman
Rumah Second;600.0;2.0;120.0;55.0;SHM;Kalasan; Kab. Sleman
Rumah Second;550.0;3.0;124.0;58.0;SHM;Mlati; Kab. Sleman
Rumah Second;35.0;6.0;1038.0;600.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;2.0;3.0;240.0;150.0;SHM;Kasihan; Kab. Bantul
Rumah Second;28.0;3.0;192.0;111.0;SHM;Tegalrejo; Kota Yogyakarta
Rumah Second;32.0;5.0;158.0;180.0;SHM;Mlati; Kab. Sleman
Rumah Second;698.0;2.0;106.0;55.0;SHM;Kalasan; Kab. Sleman
Rumah Second;485.0;2.0;90.0;45.0;SHM;Gamping; Kab. Sleman
Rumah Second;265.0;2.0;60.0;36.0;SHM;Kasihan; Kab. Bantul
Rumah Second;68.0;6.0;843.0;450.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;350.0;2.0;105.0;50.0;SHM;Moyudan; Kab. Sleman
Rumah Second;99.0;4.0;682.0;150.0;SHM;Depok; Kab. Sleman
Rumah Second;463.0;2.0;92.0;36.0;SHM;Mlati; Kab. Sleman
Rumah Second;17.0;20.0;1250.0;871.0;SHM;Kasihan; Kab. Bantul
Rumah Second;968.0;3.0;105.0;60.0;HGB;Godean; Kab. Sleman
Rumah Second;39.0;6.0;296.0;288.0;SHM;Kalasan; Kab. Sleman
Rumah Second;15.0;3.0;110.0;80.0;SHM;Depok; Kab. Sleman
Rumah Second;575.0;3.0;101.0;80.0;SHM;Kalasan; Kab. Sleman
Rumah Second;27.0;4.0;150.0;190.0;SHM;Depok; Kab. Sleman
Rumah Second;850.0;3.0;120.0;60.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;815.0;3.0;112.0;75.0;SHM;Gondokusuman; Kota Yogyakarta
Rumah Second;850.0;3.0;92.0;80.0;SHM;Depok; Kab. Sleman
Rumah Second;17.0;4.0;160.0;119.0;SHM;Depok; Kab. Sleman
Rumah Second;859.0;3.0;126.0;69.0;HGB;Kasihan; Kab. Bantul
Rumah Second;12.0;4.0;90.0;170.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;485.0;2.0;80.0;36.0;SHM;Depok; Kab. Sleman
Rumah Second;6665.0;2.0;102.0;50.0;SHM;Sleman; Kab. Sleman
Rumah Second;15.0;3.0;110.0;90.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;875.0;3.0;121.0;138.0;SHM;Kalasan; Kab. Sleman
Rumah Second;35.0;5.0;334.0;135.0;SHM;Mlati; Kab. Sleman
Rumah Second;748.0;2.0;103.0;65.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;23.0;4.0;149.0;175.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;695.0;2.0;80.0;45.0;SHM;Depok; Kab. Sleman
Rumah Second;11.0;3.0;111.0;90.0;SHM;Depok; Kab. Sleman
Rumah Second;620.0;2.0;85.0;45.0;SHM;Gamping; Kab. Sleman
Rumah Second;800.0;11.0;79.0;148.0;SHM;Umbulharjo; Kota Yogyakarta
Rumah Second;57.0;19.0;976.0;786.0;SHM;Depok; Kab. Sleman
Rumah Second;19.0;5.0;144.0;120.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;46.0;5.0;307.0;300.0;HGB;Gamping; Kab. Sleman
Rumah Second;13.0;3.0;88.0;125.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;455.0;2.0;81.0;36.0;SHM;Sedayu; Kab. Bantul
Rumah Second;13.0;3.0;116.0;130.0;SHM;Depok; Kab. Sleman
Rumah Second;380.0;3.0;100.0;60.0;SHM;Kasihan; Kab. Bantul
Rumah Second;65.0;9.0;2360.0;1000.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;497.0;2.0;84.0;47.0;SHM;Banguntapan; Kab. Bantul
Rumah Second;250.0;2.0;71.0;30.0;SHM;Kalasan; Kab. Sleman
Rumah Second;785.0;3.0;123.0;73.0;SHM;Godean; Kab. Sleman
Rumah Second;785.0;3.0;123.0;73.0;SHM;Gamping; Kab. Sleman
Rumah Second;725.0;3.0;114.0;71.0;SHM;Depok; Kab. Sleman
Rumah Second;7255.0;3.0;114.0;70.0;SHM;Godean; Kab. Sleman
Rumah Second;375.0;2.0;80.0;30.0;SHM;Prambanan; Kab. Sleman
Rumah Second;375.0;2.0;80.0;30.0;SHM;Kalasan; Kab. Sleman
Rumah Second;825.0;3.0;126.0;70.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;552.0;3.0;124.0;58.0;SHM;Seyegan; Kab. Sleman
Rumah Second;99.0;5.0;478.0;300.0;SHM;Sleman; Kab. Sleman
Rumah Second;463.0;2.0;92.0;36.0;SHM;Sleman; Kab. Sleman
Rumah Second;395.0;2.0;78.0;36.0;SHM;Kasihan; Kab. Bantul
Rumah Second;629.0;3.0;102.0;53.0;SHM;Mlati; Kab. Sleman
Rumah Second;12.0;6.0;140.0;130.0;SHM;Bantul; Kab. Bantul
Rumah Second;16.0;3.0;130.0;130.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;398.0;2.0;84.0;36.0;SHM;Sleman; Kab. Sleman
Rumah Second;460.0;2.0;85.0;50.0;SHM;Godean; Kab. Sleman
Rumah Second;720.0;2.0;90.0;50.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;18.0;3.0;120.0;92.0;SHM;Gamping; Kab. Sleman
Rumah Second;460.0;2.0;83.0;50.0;SHM;Godean; Kab. Sleman
Rumah Second;4152.0;2.0;83.0;45.0;SHM;Kalasan; Kab. Sleman
Rumah Second;300.0;2.0;81.0;30.0;Tidak Tersedia;Kalasan; Kab. Sleman
Rumah Second;799.0;3.0;124.0;80.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;13.0;5.0;251.0;200.0;SHM;Banguntapan; Kab. Bantul
Rumah Second;450.0;2.0;77.0;45.0;SHM;Umbulharjo; Kota Yogyakarta
Rumah Second;875.0;3.0;137.0;90.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;18.0;3.0;135.0;110.0;SHM;Depok; Kab. Sleman
Rumah Second;600.0;3.0;117.0;70.0;SHM;Gamping; Kab. Sleman
Rumah Second;14.0;3.0;108.0;135.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;14.0;9.0;970.0;725.0;SHM;Depok; Kab. Sleman
Rumah Second;775.0;3.0;124.0;80.0;SHM;Godean; Kab. Sleman
Rumah Second;550.0;3.0;126.0;60.0;SHM;Seyegan; Kab. Sleman
Rumah Second;795.0;3.0;128.0;70.0;SHM;Mlati; Kab. Sleman
Rumah Second;375.0;2.0;60.0;36.0;SHM;Moyudan; Kab. Sleman
Rumah Second;8255.0;3.0;126.0;70.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;23.0;4.0;169.0;200.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;4.0;4.0;700.0;245.0;SHM;Godean; Kab. Sleman
Rumah Second;825.0;3.0;126.0;75.0;SHM;Mlati; Kab. Sleman
Rumah Second;258.0;2.0;70.0;30.0;SHM;Prambanan; Kab. Sleman
Rumah Second;357.0;2.0;103.0;36.0;SHM;Kalasan; Kab. Sleman
Rumah Second;12.0;3.0;90.0;130.0;SHM;Depok; Kab. Sleman
Rumah Second;420.0;2.0;90.0;36.0;SHM;Turi; Kab. Sleman
Rumah Second;535.0;2.0;80.0;36.0;SHM;Kalasan; Kab. Sleman
Rumah Second;517.0;2.0;81.0;50.0;SHM;Kasihan; Kab. Bantul
Rumah Second;900.0;3.0;165.0;65.0;SHM;Kalasan; Kab. Sleman
Rumah Second;15.0;4.0;104.0;144.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;535.0;2.0;80.0;36.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;12.0;3.0;85.0;85.0;SHM;Sewon; Kab. Bantul
Rumah Second;32.0;4.0;153.0;180.0;SHM;Mlati; Kab. Sleman
Rumah Second;399.0;2.0;83.0;45.0;SHM;Sedayu; Kab. Bantul
Rumah Second;580.0;3.0;126.0;75.0;SHM;Sewon; Kab. Bantul
Rumah Second;545.0;2.0;86.0;45.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;11.0;3.0;154.0;90.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;25.0;3.0;163.0;130.0;SHM;Sewon; Kab. Bantul
Rumah Second;675.0;3.0;90.0;50.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;32.0;5.0;158.0;180.0;SHM;Gondokusuman; Kota Yogyakarta
Rumah Second;750.0;2.0;80.0;40.0;SHM;Kasihan; Kab. Bantul
Rumah Second;33.0;6.0;120.0;213.0;SHM;Tegalrejo; Kota Yogyakarta
Rumah Second;625.0;3.0;128.0;64.0;SHM;Gamping; Kab. Sleman
Rumah Second;515.0;2.0;107.0;41.0;SHM;Kalasan; Kab. Sleman
Rumah Second;545.0;2.0;85.0;455.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;549.0;2.0;90.0;50.0;SHM;Kalasan; Kab. Sleman
Rumah Second;536.0;2.0;97.0;45.0;SHM;Depok; Kab. Sleman
Rumah Second;875.0;2.0;120.0;90.0;SHM;Banguntapan; Kab. Bantul
Rumah Second;14.0;3.0;90.0;88.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;410.0;2.0;80.0;42.0;SHM;Bantul; Kab. Bantul
Rumah Second;875.0;3.0;99.0;99.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;380.0;2.0;135.0;50.0;SHM;Godean; Kab. Sleman
Rumah Second;18.0;2.0;683.0;500.0;SHM;Pakem; Kab. Sleman
Rumah Second;75.0;15.0;534.0;50.0;SHM;Sewon; Kab. Bantul
Rumah Second;985.0;3.0;104.0;72.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;33.0;6.0;213.0;120.0;SHM;Tegalrejo; Kota Yogyakarta
Rumah Second;900.0;3.0;135.0;80.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;450.0;2.0;81.0;40.0;SHM;Pajangan; Kab. Bantul
Rumah Second;4927.0;2.0;70.0;45.0;SHM;Gamping; Kab. Sleman
Rumah Second;395.0;2.0;80.0;45.0;SHM;Sedayu; Kab. Bantul
Rumah Second;2475.0;2.0;72.0;36.0;SHM;Playen; Kab. Gunung Kidul
Rumah Second;400.0;2.0;80.0;45.0;SHM;Sedayu; Kab. Bantul
Rumah Second;815.0;3.0;110.0;75.0;SHM;Depok; Kab. Sleman
Rumah Second;575.0;3.0;97.0;56.0;SHM;Depok; Kab. Sleman
Rumah Second;375.0;2.0;60.0;36.0;HGB;Moyudan; Kab. Sleman
Rumah Second;342.0;2.0;103.0;36.0;SHM;Prambanan; Kab. Sleman
Rumah Second;35.0;5.0;135.0;335.0;SHM;Mlati; Kab. Sleman
Rumah Second;325.0;2.0;95.0;36.0;SHM;Kalasan; Kab. Sleman
Rumah Second;499.0;2.0;72.0;50.0;SHM;Prambanan; Kab. Sleman
Rumah Second;5.0;5.0;295.0;400.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;476.0;2.0;112.0;30.0;SHM;Sleman; Kab. Sleman
Rumah Second;25.0;4.0;250.0;180.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;49.0;5.0;193.0;300.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;4.0;5.0;415.0;300.0;SHM;Kasihan; Kab. Bantul
Rumah Second;49.0;5.0;262.0;290.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;476.0;2.0;112.0;30.0;SHM;Mlati; Kab. Sleman
Rumah Second;45.0;6.0;319.0;405.0;SHM;Depok; Kab. Sleman
Rumah Second;477.0;2.0;112.0;30.0;SHM;Sleman; Kab. Sleman
Rumah Second;745.0;3.0;98.0;90.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;45.0;21.0;728.0;595.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;480.0;3.0;60.0;52.0;SHM;Prambanan; Kab. Sleman
Rumah Second;4932.0;2.0;72.0;36.0;SHM;Kalasan; Kab. Sleman
Rumah Second;22.0;3.0;150.0;336.0;SHM;Gamping; Kab. Sleman
Rumah Second;475.0;3.0;102.0;60.0;SHM;Mlati; Kab. Sleman
Rumah Second;810.0;3.0;110.0;75.0;SHM;Mlati; Kab. Sleman
Rumah Second;815.0;3.0;110.0;75.0;SHM;Godean; Kab. Sleman
Rumah Second;2.0;4.0;150.0;190.0;SHM;Depok; Kab. Sleman
Rumah Second;775.0;3.0;120.0;75.0;SHM;Kalasan; Kab. Sleman
Rumah Second;525.0;3.0;111.0;140.0;SHM;Sleman; Kab. Sleman
Rumah Second;772.0;3.0;129.0;60.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;665.0;3.0;68.0;85.0;SHM;Prambanan; Kab. Sleman
Rumah Second;425.0;2.0;70.0;36.0;SHM;Kasihan; Kab. Bantul
Rumah Second;440.0;2.0;75.0;45.0;SHM;Prambanan; Kab. Sleman
Rumah Second;900.0;3.0;107.0;121.0;SHM;Banguntapan; Kab. Bantul
Rumah Second;669.0;3.0;153.0;60.0;SHM;Jetis; Kab. Bantul
Rumah Second;495.0;2.0;87.0;45.0;SHM;Sewon; Kab. Bantul
Rumah Second;725.0;3.0;96.0;65.0;SHM;Kasihan; Kab. Bantul
Rumah Second;160.0;1.0;20.0;18.0;Tidak Tersedia;Ngaglik; Kab. Sleman
Rumah Second;23.0;5.0;169.0;205.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;335.0;3.0;78.0;78.0;SHM;Sewon; Kab. Bantul
Rumah Second;999.0;3.0;103.0;100.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;12.0;3.0;347.0;152.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;335.0;2.0;80.0;30.0;SHM;Kalasan; Kab. Sleman
Rumah Second;150.0;3.0;140.0;89.0;SHM;Lendah; Kab. Kulon Progo
Rumah Second;28.0;4.0;190.0;200.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;197.0;2.0;28.0;65.0;SHM;Depok; Kab. Sleman
Rumah Second;885.0;3.0;102.0;75.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;850.0;3.0;80.0;80.0;SHM;Depok; Kab. Sleman
Rumah Second;900.0;3.0;165.0;64.0;SHM;Kalasan; Kab. Sleman
Rumah Second;920.0;2.0;107.0;121.0;SHM;Banguntapan; Kab. Bantul
Rumah Second;45.0;6.0;320.0;350.0;SHM;Umbulharjo; Kota Yogyakarta
Rumah Second;233.0;2.0;60.0;30.0;SHM;Kalasan; Kab. Sleman
Rumah Second;25.0;5.0;123.0;200.0;SHM;Depok; Kab. Sleman
Rumah Second;405.0;2.0;95.0;45.0;SHM;Sedayu; Kab. Bantul
Rumah Second;65.0;6.0;478.0;300.0;HGB;Depok; Kab. Sleman
Rumah Second;575.0;3.0;104.0;80.0;SHM;Kalasan; Kab. Sleman
Rumah Second;4384.0;2.0;77.0;40.0;SHM;Gamping; Kab. Sleman
Rumah Second;625.0;4.0;128.0;250.0;SHM;Kasihan; Kab. Bantul
Rumah Second;625.0;3.0;90.0;45.0;SHM;Moyudan; Kab. Sleman
Rumah Second;898.0;3.0;65.0;90.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;500.0;2.0;102.0;45.0;SHM;Kalasan; Kab. Sleman
Rumah Second;695.0;2.0;89.0;89.0;SHM;Umbulharjo; Kota Yogyakarta
Rumah Second;785.0;3.0;116.0;75.0;SHM;Godean; Kab. Sleman
Rumah Second;28.0;3.0;185.0;160.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;950.0;3.0;115.0;95.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;18.0;18.0;138.0;138.0;SHM;Umbulharjo; Kota Yogyakarta
Rumah Second;368.0;2.0;96.0;38.0;SHM;Gamping; Kab. Sleman
Rumah Second;500.0;2.0;108.0;42.0;HGB;Gamping; Kab. Sleman
Rumah Second;35.0;5.0;304.0;258.0;SHM;Mlati; Kab. Sleman
Rumah Second;810.0;3.0;124.0;85.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;650.0;2.0;100.0;45.0;SHM;Depok; Kab. Sleman
Rumah Second;760.0;2.0;91.0;50.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;593.0;2.0;103.0;50.0;SHM;Sleman; Kab. Sleman
Rumah Second;800.0;3.0;112.0;75.0;SHM;Godean; Kab. Sleman
Rumah Second;279.0;2.0;70.0;36.0;SHM;Berbah; Kab. Sleman
Rumah Second;279.0;2.0;70.0;36.0;SHM;Depok; Kab. Sleman
Rumah Second;16.0;3.0;108.0;100.0;SHM;Godean; Kab. Sleman
Rumah Second;585.0;3.0;112.0;50.0;SHM;Gondokusuman; Kota Yogyakarta
Rumah Second;595.0;3.0;112.0;50.0;SHM;Mlati; Kab. Sleman
Rumah Second;240.0;2.0;60.0;40.0;SHM;Prambanan; Kab. Sleman
Rumah Second;530.0;2.0;60.0;60.0;SHM;Pakem; Kab. Sleman
Rumah Second;950.0;3.0;145.0;85.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;12.0;3.0;110.0;75.0;SHM;Banguntapan; Kab. Bantul
Rumah Second;925.0;3.0;137.0;100.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;875.0;3.0;121.0;138.0;SHM;Kasihan; Kab. Bantul
Rumah Second;431.0;2.0;87.0;36.0;SHM;Mlati; Kab. Sleman
Rumah Second;475.0;3.0;86.0;45.0;SHM;Berbah; Kab. Sleman
Rumah Second;12.0;3.0;181.0;120.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;16.0;4.0;146.0;135.0;SHM;Kalasan; Kab. Sleman
Rumah Second;680.0;3.0;97.0;65.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;425.0;2.0;100.0;50.0;SHM;Seyegan; Kab. Sleman
Rumah Second;395.0;2.0;81.0;36.0;SHM;Sleman; Kab. Sleman
Rumah Second;18.0;3.0;155.0;212.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;720.0;2.0;92.0;51.0;SHM;Sleman; Kab. Sleman
Rumah Second;579.0;2.0;105.0;60.0;SHM;Sleman; Kab. Sleman
Rumah Second;450.0;2.0;82.0;50.0;SHM;Sleman; Kab. Sleman
Rumah Second;14.0;4.0;428.0;140.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;265.0;2.0;76.0;40.0;SHM;Sleman; Kab. Sleman
Rumah Second;210.0;1.0;60.0;21.0;SHM;Piyungan; Kab. Bantul
Rumah Second;385.0;2.0;64.0;40.0;SHM;Bantul; Kab. Bantul
Rumah Second;378.0;2.0;75.0;50.0;SHM;Bantul; Kab. Bantul
Rumah Second;4999.0;2.0;96.0;55.0;SHM;Kalasan; Kab. Sleman
Rumah Second;335.0;2.0;75.0;45.0;SHM;Bantul; Kab. Bantul
Rumah Second;635.0;3.0;123.0;70.0;SHM;Kalasan; Kab. Sleman
Rumah Second;280.0;2.0;60.0;30.0;SHM;Bantul; Kab. Bantul
Rumah Second;11.0;4.0;144.0;200.0;SHM;Umbulharjo; Kota Yogyakarta
Rumah Second;35.0;12.0;223.0;260.0;SHM;Sleman; Kab. Sleman
Rumah Second;17.0;3.0;123.0;119.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;295.0;2.0;66.0;36.0;SHM;Jetis; Kab. Bantul
Rumah Second;19.0;3.0;128.0;188.0;SHM;Depok; Kab. Sleman
Rumah Second;337.0;2.0;60.0;30.0;SHM;Seyegan; Kab. Sleman
Rumah Second;600.0;2.0;114.0;40.0;HGB;Kasihan; Kab. Bantul
Rumah Second;875.0;3.0;145.0;85.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;170.0;2.0;60.0;30.0;HGB;Sedayu; Kab. Bantul
Rumah Second;750.0;2.0;95.0;80.0;SHM;Kalasan; Kab. Sleman
Rumah Second;998.0;3.0;103.0;100.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;995.0;3.0;103.0;100.0;SHM;Depok; Kab. Sleman
Rumah Second;845.0;3.0;116.0;90.0;SHM;Ngemplak; Kab. Sleman
Rumah Second;5425.0;2.0;95.0;50.0;SHM;Godean; Kab. Sleman
Rumah Second;28.0;28.0;335.0;335.0;SHM;Wirobrajan; Kota Yogyakarta
Rumah Second;583.0;2.0;85.0;46.0;SHM;Berbah; Kab. Sleman
Rumah Second;650.0;3.0;211.0;100.0;SHM;Godean; Kab. Sleman
Rumah Second;490.0;2.0;92.0;36.0;SHM;Mlati; Kab. Sleman
Rumah Second;584.0;2.0;86.0;46.0;SHM;Mlati; Kab. Sleman
Rumah Second;299.0;2.0;72.0;36.0;SHM;Sedayu; Kab. Bantul
Rumah Second;17.0;3.0;232.0;255.0;HGB;Mantrijeron; Kota Yogyakarta
Rumah Second;18.0;4.0;120.0;200.0;SHM;Ngaglik; Kab. Sleman
Rumah Second;700.0;3.0;125.0;75.0;SHM;Gamping; Kab. Sleman
Rumah Second;34.0;3.0;402.0;170.0;SHM;Wirobrajan; Kota Yogyakarta
Rumah Second;551.0;3.0;124.0;58.0;SHM;Sleman; Kab. Sleman
Rumah Second;815.0;3.0;110.0;75.0;SHM;Mlati; Kab. Sleman
Rumah Second;561.0;2.0;98.0;36.0;SHM;Sedayu; Kab. Bantul
Rumah Second;360.0;2.0;105.0;36.0;SHM;Kalasan; Kab. Sleman
Rumah Second;11.0;4.0;104.0;150.0;SHM;Kalasan; Kab. Sleman
Rumah Second;18.0;4.0;164.0;190.0;HGB;Mlati; Kab. Sleman
Rumah Second;550.0;3.0;126.0;58.0;SHM;Mlati; Kab. Sleman
Rumah Second;510.0;3.0;107.0;65.0;SHM;Jetis; Kab. Bantul
Rumah Second;635.0;2.0;103.0;57.0;SHM;Kalasan; Kab. Sleman
Rumah Second;500.0;3.0;107.0;70.0;SHM;Jetis; Kab. Bantul
Rumah Second;46.0;3.0;180.0;145.0;SHM;Depok; Kab. Sleman
Rumah Second;44.0;3.0;170.0;145.0;SHM;Depok; Kab. Sleman
